Time,Day_of_week,Age_band_of_driver,Driving_experience,Type_of_vehicle,Road_surface_conditions,Light_conditions,Weather_conditions,Cause_of_accident,Accident_severity
13:15:00,Saturday,18-30,5-10yr,,Dry,Daylight,Normal,Changing lane to the right,Serious Injury
13:15:00,Saturday,18-30,2-5yr,Stationwagen,Dry,Daylight,Normal,Driving carelessly,Serious Injury
15:10:00,Saturday,31-50,Above 10yr,,Dry,Daylight,Normal,Moving Backward,Slight Injury
15:10:00,Saturday,31-50,2-5yr,Automobile,Dry,Daylight,Normal,Turnover,Slight Injury
15:10:00,Saturday,Unknown,Above 10yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
9:30:00,Monday,18-30,Below 1yr,Long lorry,Wet or damp,Daylight,Raining,Driving carelessly,Slight Injury
9:30:00,Monday,Unknown,2-5yr,Public (13?45 seats),Wet or damp,Daylight,Raining,No priority to vehicle,Slight Injury
13:56:00,Sunday,Over 51,5-10yr,Public (13?45 seats),Dry,Daylight,Normal,Moving Backward,Serious Injury
13:56:00,Sunday,31-50,5-10yr,Lorry (11?40Q),Dry,Daylight,Normal,Changing lane to the left,Serious Injury
13:56:00,Sunday,31-50,1-2yr,Lorry (11?40Q),Dry,Daylight,Normal,Overturning,Serious Injury
13:56:00,Sunday,Unknown,,Pick up upto 10Q,Dry,Daylight,Normal,No distancing,Serious Injury
13:56:00,Sunday,Unknown,1-2yr,Automobile,Dry,Daylight,Normal,Driving carelessly,Serious Injury
12:10:00,Monday,Unknown,5-10yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
12:10:00,Monday,31-50,1-2yr,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
16:05:00,Friday,Unknown,5-10yr,Long lorry,Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
16:05:00,Friday,18-30,2-5yr,Long lorry,Dry,Daylight,Normal,No distancing,Slight Injury
16:55:00,Thursday,Unknown,2-5yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
16:55:00,Thursday,31-50,5-10yr,Stationwagen,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
0:30:00,Wednesday,31-50,Below 1yr,,Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
0:30:00,Wednesday,Unknown,Below 1yr,Other,Dry,Darkness - lights lit,Normal,Changing lane to the left,Slight Injury
8:50:00,Wednesday,Unknown,,Special vehicle,Dry,Daylight,Normal,No distancing,Slight Injury
11:15:00,Wednesday,Unknown,Below 1yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
4:55:00,Saturday,18-30,2-5yr,Pick up upto 10Q,Dry,Daylight,Normal,No distancing,Slight Injury
4:55:00,Saturday,31-50,2-5yr,Lorry (11?40Q),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
12:34:00,Wednesday,18-30,5-10yr,Lorry (41?100Q),Wet or damp,Daylight,Raining,Changing lane to the right,Slight Injury
12:34:00,Wednesday,31-50,5-10yr,Motorcycle,Wet or damp,Daylight,Raining,Moving Backward,Slight Injury
12:34:00,Wednesday,31-50,5-10yr,Automobile,Wet or damp,Daylight,Raining,Changing lane to the right,Slight Injury
18:11:00,Thursday,18-30,5-10yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
18:11:00,Thursday,18-30,5-10yr,Automobile,Dry,Daylight,Normal,Overtaking,Slight Injury
18:11:00,Thursday,31-50,2-5yr,Stationwagen,Dry,Daylight,Normal,Other,Slight Injury
20:52:00,Tuesday,18-30,5-10yr,,Dry,Daylight,Normal,Other,Slight Injury
20:52:00,Tuesday,31-50,Below 1yr,Public (> 45 seats),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
15:30:00,Sunday,31-50,1-2yr,Public (> 45 seats),Wet or damp,Daylight,Raining,No priority to pedestrian,Slight Injury
15:30:00,Sunday,Unknown,2-5yr,Stationwagen,Wet or damp,Daylight,Raining,No priority to vehicle,Slight Injury
17:17:00,Wednesday,31-50,2-5yr,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
17:17:00,Wednesday,Under 18,5-10yr,Bicycle,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
17:15:00,Wednesday,31-50,5-10yr,Automobile,Dry,Daylight,Normal,Overtaking,Slight Injury
13:30:00,Tuesday,18-30,,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
13:30:00,Tuesday,Over 51,Above 10yr,Automobile,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
7:11:00,Sunday,31-50,Above 10yr,Public (13?45 seats),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
7:11:00,Sunday,31-50,Above 10yr,Special vehicle,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
16:51:00,Saturday,18-30,unknown,Automobile,Dry,Daylight,Normal,No distancing,Serious Injury
16:51:00,Saturday,31-50,5-10yr,Public (13?45 seats),Dry,Daylight,Normal,Driving carelessly,Serious Injury
7:25:00,Friday,18-30,2-5yr,,Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
7:25:00,Friday,18-30,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,Driving carelessly,Slight Injury
23:53:00,Thursday,Unknown,2-5yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,Moving Backward,Fatal injury
19:39:00,Sunday,Unknown,5-10yr,Public (12 seats),Wet or damp,Darkness - lights lit,Raining,No distancing,Slight Injury
14:30:00,Tuesday,Unknown,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
14:30:00,Tuesday,18-30,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
14:30:00,Tuesday,18-30,2-5yr,Public (12 seats),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
14:30:00,Tuesday,18-30,Above 10yr,Public (> 45 seats),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
14:20:00,Saturday,Unknown,1-2yr,Automobile,Dry,Daylight,Normal,Moving Backward,Slight Injury
14:20:00,Saturday,31-50,Above 10yr,Pick up upto 10Q,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
7:45:00,Friday,31-50,,Stationwagen,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
7:45:00,Friday,Unknown,5-10yr,Other,Dry,Daylight,Normal,Moving Backward,Slight Injury
7:46:00,Tuesday,18-30,5-10yr,,Dry,Daylight,Normal,Overtaking,Slight Injury
7:46:00,Tuesday,18-30,5-10yr,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
20:15:00,Saturday,31-50,Above 10yr,Stationwagen,Dry,Darkness - lights lit,Normal,Changing lane to the right,Slight Injury
20:15:00,Saturday,Unknown,1-2yr,Pick up upto 10Q,Dry,Darkness - lights lit,Normal,Overtaking,Slight Injury
16:14:00,Monday,18-30,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,Overloading,Slight Injury
16:25:00,Tuesday,18-30,Below 1yr,Automobile,Dry,Daylight,Normal,Other,Serious Injury
16:25:00,Tuesday,18-30,Above 10yr,,Dry,Daylight,Normal,No priority to vehicle,Serious Injury
21:34:00,Sunday,Unknown,1-2yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,Changing lane to the right,Serious Injury
21:34:00,Sunday,18-30,5-10yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,Moving Backward,Serious Injury
14:00:00,Saturday,Unknown,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the left,Serious Injury
14:00:00,Saturday,18-30,Below 1yr,Pick up upto 10Q,Dry,Daylight,Normal,No priority to pedestrian,Serious Injury
12:19:00,Monday,Over 51,,Pick up upto 10Q,Dry,Daylight,Normal,No distancing,Slight Injury
12:19:00,Monday,18-30,Above 10yr,Automobile,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
11:49:00,Wednesday,Over 51,,Other,Dry,Daylight,Normal,No distancing,Serious Injury
18:09:00,Thursday,31-50,1-2yr,,Dry,Daylight,Normal,No distancing,Slight Injury
10:40:00,Monday,31-50,2-5yr,Automobile,Dry,Daylight,Normal,Moving Backward,Slight Injury
10:40:00,Monday,18-30,unknown,Motorcycle,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
16:54:00,Sunday,31-50,Above 10yr,Automobile,Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
23:26:00,Sunday,18-30,2-5yr,Automobile,Dry,Darkness - lights lit,Normal,Moving Backward,Slight Injury
11:33:00,Sunday,Unknown,5-10yr,Public (12 seats),Dry,Daylight,Normal,Getting off the vehicle improperly,Slight Injury
11:33:00,Sunday,18-30,2-5yr,Automobile,Dry,Daylight,Normal,Overtaking,Slight Injury
18:30:00,Wednesday,18-30,1-2yr,Public (> 45 seats),Dry,Daylight,Normal,Overloading,Slight Injury
13:34:00,Friday,31-50,5-10yr,Lorry (41?100Q),Wet or damp,Daylight,Raining,Changing lane to the right,Slight Injury
13:34:00,Friday,31-50,2-5yr,Public (> 45 seats),Wet or damp,Daylight,Raining,Improper parking,Slight Injury
13:34:00,Friday,31-50,5-10yr,,Wet or damp,Daylight,Raining,Other,Slight Injury
13:34:00,Friday,Over 51,5-10yr,,Wet or damp,Daylight,Raining,Changing lane to the left,Slight Injury
15:59:00,Tuesday,31-50,2-5yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
15:59:00,Tuesday,18-30,2-5yr,Automobile,Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
19:14:00,Monday,31-50,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,Overspeed,Slight Injury
19:14:00,Monday,Over 51,5-10yr,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
18:20:00,Thursday,18-30,1-2yr,Public (13?45 seats),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
22:00:00,Friday,Unknown,2-5yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Serious Injury
22:00:00,Friday,Unknown,2-5yr,Public (> 45 seats),Dry,Daylight,Normal,No distancing,Serious Injury
15:34:00,Wednesday,Unknown,,Lorry (41?100Q),Dry,Daylight,Normal,No priority to pedestrian,Serious Injury
19:29:00,Friday,Unknown,1-2yr,Automobile,Wet or damp,Daylight,Raining,No distancing,Slight Injury
19:29:00,Friday,31-50,Below 1yr,Lorry (11?40Q),Wet or damp,Daylight,Raining,No priority to vehicle,Slight Injury
19:29:00,Friday,31-50,1-2yr,Public (13?45 seats),Wet or damp,Daylight,Raining,Other,Slight Injury
19:29:00,Friday,31-50,1-2yr,Public (13?45 seats),Wet or damp,Daylight,Raining,Driving carelessly,Slight Injury
16:18:00,Saturday,31-50,Above 10yr,,Dry,Daylight,Normal,Changing lane to the left,Serious Injury
16:18:00,Saturday,18-30,1-2yr,Long lorry,Dry,Daylight,Normal,Driving carelessly,Serious Injury
13:58:00,Sunday,18-30,2-5yr,Lorry (41?100Q),Wet or damp,Daylight,Raining,Changing lane to the left,Slight Injury
13:58:00,Sunday,18-30,2-5yr,Lorry (11?40Q),Wet or damp,Daylight,Raining,No priority to vehicle,Slight Injury
13:58:00,Sunday,Over 51,Above 10yr,Lorry (41?100Q),Wet or damp,Daylight,Raining,No distancing,Slight Injury
17:03:00,Tuesday,18-30,5-10yr,Public (12 seats),Wet or damp,Daylight,Raining,Changing lane to the right,Slight Injury
17:03:00,Tuesday,18-30,1-2yr,,Wet or damp,Daylight,Raining,Changing lane to the right,Slight Injury
20:00:00,Monday,31-50,5-10yr,Taxi,Dry,Daylight,Normal,Driving at high speed,Slight Injury
20:00:00,Monday,18-30,2-5yr,,Dry,Daylight,Normal,No distancing,Slight Injury
15:00:00,Wednesday,31-50,1-2yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
19:32:00,Friday,18-30,Above 10yr,,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
19:32:00,Friday,18-30,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,Getting off the vehicle improperly,Slight Injury
19:32:00,Friday,Unknown,5-10yr,Automobile,Dry,Daylight,Normal,Other,Slight Injury
9:45:00,Thursday,31-50,1-2yr,Automobile,Dry,Daylight,Normal,Other,Slight Injury
9:45:00,Thursday,Unknown,,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
14:51:00,Thursday,Unknown,,Automobile,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
14:51:00,Thursday,Over 51,5-10yr,Automobile,Dry,Daylight,Normal,Overtaking,Slight Injury
22:02:00,Saturday,18-30,2-5yr,Automobile,Dry,Darkness - lights lit,Normal,No priority to pedestrian,Slight Injury
22:02:00,Saturday,18-30,5-10yr,Taxi,Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
22:02:00,Saturday,18-30,2-5yr,,Dry,Darkness - lights lit,Normal,Changing lane to the right,Slight Injury
9:10:00,Thursday,31-50,1-2yr,,Dry,Daylight,Normal,Driving carelessly,Slight Injury
7:50:00,Thursday,Unknown,1-2yr,Automobile,Dry,Daylight,Raining,Changing lane to the right,Slight Injury
7:50:00,Thursday,18-30,5-10yr,Pick up upto 10Q,Dry,Daylight,Raining,Overtaking,Slight Injury
7:50:00,Thursday,Unknown,unknown,,Dry,Daylight,Raining,Other,Slight Injury
17:10:00,Wednesday,18-30,5-10yr,Automobile,Wet or damp,Daylight,Normal,Driving to the left,Serious Injury
17:10:00,Wednesday,31-50,1-2yr,Public (12 seats),Wet or damp,Daylight,Normal,Driving at high speed,Serious Injury
7:55:00,Wednesday,31-50,2-5yr,Public (13?45 seats),Dry,Daylight,Normal,Unknown,Slight Injury
7:55:00,Wednesday,18-30,Above 10yr,Lorry (11?40Q),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
8:42:00,Monday,18-30,5-10yr,Stationwagen,Wet or damp,Daylight,Normal,No distancing,Slight Injury
8:42:00,Monday,Unknown,1-2yr,Ridden horse,Wet or damp,Daylight,Normal,Other,Slight Injury
15:36:00,Monday,Unknown,Above 10yr,Stationwagen,Wet or damp,Daylight,Unknown,No priority to vehicle,Slight Injury
15:36:00,Monday,31-50,1-2yr,Automobile,Wet or damp,Daylight,Unknown,Changing lane to the left,Slight Injury
15:36:00,Monday,31-50,2-5yr,Automobile,Wet or damp,Daylight,Unknown,No priority to pedestrian,Slight Injury
13:46:00,Tuesday,31-50,Above 10yr,Other,Dry,Daylight,Normal,Overtaking,Slight Injury
13:46:00,Tuesday,18-30,2-5yr,Taxi,Dry,Daylight,Normal,Driving carelessly,Slight Injury
5:54:00,Wednesday,31-50,5-10yr,Automobile,Dry,Darkness - lights lit,Normal,No priority to vehicle,Slight Injury
5:54:00,Wednesday,18-30,,Stationwagen,Dry,Darkness - lights lit,Normal,No priority to pedestrian,Slight Injury
11:00:00,Friday,31-50,1-2yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
11:00:00,Friday,18-30,5-10yr,Public (12 seats),Dry,Daylight,Normal,Driving carelessly,Slight Injury
11:30:00,Tuesday,18-30,5-10yr,,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
11:30:00,Tuesday,18-30,1-2yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
10:40:00,Tuesday,Over 51,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
10:40:00,Tuesday,18-30,5-10yr,,Dry,Daylight,Normal,Overturning,Slight Injury
12:54:00,Saturday,Over 51,2-5yr,Public (> 45 seats),Dry,Daylight,Normal,Driving carelessly,Serious Injury
10:43:00,Thursday,Over 51,1-2yr,,Dry,Daylight,Normal,No distancing,Slight Injury
2:00:00,Thursday,Unknown,5-10yr,Public (12 seats),Dry,Darkness - lights lit,Unknown,Driving carelessly,Serious Injury
18:23:00,Friday,Over 51,Below 1yr,Public (12 seats),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
7:40:00,Friday,18-30,5-10yr,Automobile,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
7:40:00,Friday,Unknown,5-10yr,,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
15:59:00,Monday,31-50,5-10yr,Automobile,Wet or damp,Daylight,Raining,No distancing,Slight Injury
15:59:00,Monday,18-30,5-10yr,Lorry (41?100Q),Wet or damp,Daylight,Raining,Moving Backward,Slight Injury
17:35:00,Thursday,Over 51,2-5yr,Public (12 seats),Dry,Daylight,Normal,Moving Backward,Slight Injury
17:35:00,Thursday,18-30,5-10yr,Lorry (11?40Q),Dry,Daylight,Normal,No distancing,Slight Injury
19:00:00,Sunday,31-50,Above 10yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
19:00:00,Sunday,31-50,Below 1yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
19:00:00,Sunday,31-50,5-10yr,Automobile,Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
11:30:00,Thursday,18-30,2-5yr,Bajaj,Dry,Daylight,Normal,Driving carelessly,Slight Injury
11:30:00,Thursday,18-30,2-5yr,Public (12 seats),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
22:15:00,Wednesday,18-30,1-2yr,Lorry (11?40Q),Dry,Darkness - lights lit,Normal,Changing lane to the left,Slight Injury
22:15:00,Wednesday,18-30,2-5yr,,Dry,Darkness - lights lit,Normal,Driving carelessly,Slight Injury
11:39:00,Tuesday,Over 51,2-5yr,,Wet or damp,Daylight,Raining,Driving carelessly,Slight Injury
11:39:00,Tuesday,18-30,Above 10yr,Automobile,Wet or damp,Daylight,Raining,No distancing,Slight Injury
16:58:00,Monday,18-30,Below 1yr,Lorry (11?40Q),Wet or damp,Daylight,Raining,Other,Slight Injury
16:58:00,Monday,31-50,2-5yr,Lorry (41?100Q),Wet or damp,Daylight,Raining,Changing lane to the right,Slight Injury
9:35:00,Wednesday,31-50,Above 10yr,Pick up upto 10Q,Dry,Daylight,Unknown,Changing lane to the right,Slight Injury
17:50:00,Friday,18-30,Above 10yr,Lorry (11?40Q),Dry,Daylight,Normal,No distancing,Slight Injury
17:50:00,Friday,31-50,5-10yr,Stationwagen,Dry,Daylight,Normal,No distancing,Slight Injury
17:50:00,Friday,31-50,Above 10yr,Other,Dry,Daylight,Normal,Overturning,Slight Injury
4:56:00,Saturday,31-50,1-2yr,Other,Wet or damp,Darkness - lights lit,Raining,Driving at high speed,Slight Injury
8:00:00,Friday,18-30,2-5yr,Lorry (11?40Q),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
8:00:00,Friday,31-50,2-5yr,,Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
16:07:00,Friday,18-30,5-10yr,Automobile,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
16:07:00,Friday,31-50,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,Other,Slight Injury
16:10:00,Friday,18-30,5-10yr,Other,Dry,Daylight,Normal,Other,Slight Injury
16:10:00,Friday,18-30,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,Moving Backward,Slight Injury
16:10:00,Friday,18-30,Below 1yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
16:10:00,Friday,18-30,Below 1yr,Pick up upto 10Q,Dry,Daylight,Normal,Moving Backward,Slight Injury
10:00:00,Wednesday,Over 51,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
21:17:00,Saturday,Over 51,5-10yr,Public (13?45 seats),Dry,Darkness - lights lit,Normal,Driving carelessly,Serious Injury
21:17:00,Saturday,Over 51,5-10yr,Long lorry,Dry,Darkness - lights lit,Normal,No distancing,Serious Injury
21:17:00,Saturday,Over 51,2-5yr,Automobile,Dry,Darkness - lights lit,Normal,Other,Serious Injury
21:17:00,Saturday,Over 51,2-5yr,Automobile,Dry,Darkness - lights lit,Normal,Changing lane to the right,Serious Injury
17:01:00,Friday,31-50,5-10yr,Other,Dry,Daylight,Normal,No distancing,Serious Injury
1:56:00,Saturday,Under 18,2-5yr,,Wet or damp,Darkness - lights lit,Raining,Driving carelessly,Slight Injury
1:56:00,Saturday,31-50,,Long lorry,Wet or damp,Darkness - lights lit,Raining,No distancing,Slight Injury
1:56:00,Saturday,Unknown,2-5yr,Public (12 seats),Wet or damp,Darkness - lights lit,Raining,No priority to vehicle,Slight Injury
19:20:00,Friday,Unknown,5-10yr,Public (12 seats),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
19:20:00,Friday,18-30,2-5yr,Other,Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
19:20:00,Friday,18-30,1-2yr,Other,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
19:08:00,Monday,18-30,,Other,Dry,Darkness - lights lit,Other,Changing lane to the left,Slight Injury
19:08:00,Monday,18-30,1-2yr,Public (12 seats),Dry,Darkness - lights lit,Other,Turnover,Slight Injury
19:08:00,Monday,18-30,2-5yr,Lorry (41?100Q),Dry,Darkness - lights lit,Other,Driving to the left,Slight Injury
19:08:00,Monday,Unknown,1-2yr,Other,Dry,Darkness - lights lit,Other,Driving carelessly,Slight Injury
19:08:00,Monday,Unknown,Above 10yr,Public (12 seats),Dry,Darkness - lights lit,Other,Driving to the left,Slight Injury
19:08:00,Monday,Unknown,2-5yr,Other,Dry,Darkness - lights lit,Other,Driving carelessly,Slight Injury
9:45:00,Monday,Unknown,2-5yr,Lorry (11?40Q),Dry,Daylight,Unknown,No priority to pedestrian,Serious Injury
16:27:00,Saturday,18-30,2-5yr,Other,Dry,Daylight,Normal,Driving carelessly,Slight Injury
5:46:00,Sunday,31-50,2-5yr,Other,Dry,Darkness - lights lit,Normal,Changing lane to the right,Serious Injury
13:44:00,Saturday,Under 18,2-5yr,Other,Dry,Daylight,Normal,Moving Backward,Fatal injury
21:11:00,Thursday,18-30,2-5yr,Pick up upto 10Q,Dry,Darkness - lights lit,Normal,Driving carelessly,Slight Injury
21:11:00,Thursday,18-30,5-10yr,Automobile,Dry,Darkness - lights lit,Normal,Changing lane to the right,Slight Injury
21:11:00,Thursday,18-30,2-5yr,Other,Dry,Darkness - lights lit,Normal,Driving carelessly,Slight Injury
21:11:00,Thursday,18-30,Above 10yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,Driving carelessly,Slight Injury
22:48:00,Monday,31-50,Above 10yr,Public (13?45 seats),Wet or damp,Darkness - lights lit,Raining,Driving carelessly,Fatal injury
22:48:00,Monday,31-50,Above 10yr,Automobile,Wet or damp,Darkness - lights lit,Raining,Changing lane to the right,Fatal injury
13:10:00,Thursday,Unknown,5-10yr,Pick up upto 10Q,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
13:10:00,Thursday,18-30,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,Driving carelessly,Slight Injury
8:35:00,Monday,31-50,1-2yr,Public (12 seats),Wet or damp,Daylight,Raining,Overtaking,Slight Injury
8:40:00,Thursday,Unknown,2-5yr,Other,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
8:40:00,Thursday,18-30,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
8:40:00,Thursday,18-30,,Pick up upto 10Q,Dry,Daylight,Normal,Other,Slight Injury
18:00:00,Thursday,Unknown,5-10yr,Other,Dry,Daylight,Other,Changing lane to the right,Slight Injury
18:00:00,Thursday,31-50,Above 10yr,Lorry (41?100Q),Dry,Daylight,Other,Changing lane to the right,Slight Injury
11:50:00,Wednesday,Unknown,Above 10yr,Ridden horse,Dry,Daylight,Normal,Overtaking,Slight Injury
